Governorate,Cases,Deaths,Recoveries,Active Cases,Date,Today's Cases,Vaccine Ratio,The Proportion Of Fully Vaccinated
#adm1+name,#affected+infected+confirmed,#affected+infected+dead,#affected+infected+recovered,#affected+infected+active,#date,#affected+infected+today,,
,Number Of Cases,Death Cases,Recovery Cases,Active Cases,,Today's Cases,Vaccinated Rate,The Proportion Of Fully Vaccinated
Bethlehem Governorate,"17,537",220,"17,123",194,2021-04-26,,,
Tulkarm Governorate,"14,520",211,"12,967","1,342",2021-04-26,,,
Jerusalem Governorate,"10,698",89,"10,571",38,2021-04-26,,,
Qalqilya Governorate,"8,017",139,"7,490",388,2021-04-26,,,
Salfit Governorate,"7,119",80,"6,868",171,2021-04-26,,,
Tubas Governorate,"4,785",54,"4,535",196,2021-04-26,,,
Jericho Governorate,"4,341",45,"4,116",180,2021-04-26,,,
Gaza strip,"97,258",848,"80,099","16,311",2021-04-25,,,
Hebron Governorate,"44,419",542,"43,206",671,2021-04-25,,,
Nablus Governorate,"32,273",390,"28,161","3,722",2021-04-25,,,
Ramallah and al-Bireh Governorate,"31,453",304,"30,159",990,2021-04-25,,,
East Jerusalem,"28,841",268,"28,409",164,2021-04-25,,,
Jenin Governorate,"18,670",247,"17,586",837,2021-04-25,,,
Bethlehem Governorate,"17,524",220,"17,095",209,2021-04-25,,,
Tulkarm Governorate,"14,465",209,"12,843","1,413",2021-04-25,,,
Jerusalem Governorate,"10,691",89,"10,496",106,2021-04-25,,,
Qalqilya Governorate,"7,996",139,"7,471",386,2021-04-25,,,
Salfit Governorate,"7,116",80,"6,863",173,2021-04-25,,,
Tubas Governorate,"4,769",54,"4,511",204,2021-04-25,,,
Jericho Governorate,"4,338",45,"4,112",181,2021-04-25,,,
Gaza strip,"96,081",832,"77,749","17,500",2021-04-23,,,
Hebron Governorate,"44,381",538,"43,060",783,2021-04-23,,,
Nablus Governorate,"32,023",386,"27,951","3,686",2021-04-23,,,
Ramallah and al-Bireh Governorate,"31,325",304,"30,063",958,2021-04-23,,,
East Jerusalem,"28,841",268,"28,409",164,2021-04-23,,,
Jenin Governorate,"18,588",245,"17,412",931,2021-04-23,,,
Bethlehem Governorate,"17,490",220,"17,061",209,2021-04-23,,,
Tulkarm Governorate,"14,396",208,"12,711","1,477",2021-04-23,,,
Jerusalem Governorate,"10,684",89,"10,336",259,2021-04-23,,,
Qalqilya Governorate,"7,975",138,"7,405",432,2021-04-23,,,
Salfit Governorate,"7,096",79,"6,837",180,2021-04-23,,,
Tubas Governorate,"4,747",54,"4,429",264,2021-04-23,,,
Jericho Governorate,"4,334",45,"4,091",198,2021-04-23,,,
Gaza strip,"92,642",798,"72,199","19,645",2021-04-20,,,
Hebron Governorate,"44,204",529,"42,719",956,2021-04-20,,,
Nablus Governorate,"31,604",382,"27,463","3,759",2021-04-20,,,
Ramallah and al-Bireh Governorate,"31,132",301,"29,820","1,011",2021-04-20,,,
East Jerusalem,"28,841",268,"28,409",164,2021-04-20,,,
Jenin Governorate,"18,342",243,"17,095","1,004",2021-04-20,,,
Bethlehem Governorate,"17,438",217,"16,859",362,2021-04-20,,,
Tulkarm Governorate,"14,264",205,"12,670","1,389",2021-04-20,,,
Jerusalem Governorate,"10,679",89,"10,283",307,2021-04-20,,,
Qalqilya Governorate,"7,923",138,"7,350",435,2021-04-20,,,
Salfit Governorate,"7,062",78,"6,809",175,2021-04-20,,,
Tubas Governorate,"4,680",53,"4,322",305,2021-04-20,,,
Jericho Governorate,"4,310",45,"4,074",191,2021-04-20,,,
Gaza strip,"88,304",728,"66,648","20,928",2021-04-16,,,
Hebron Governorate,"43,998",518,"42,335","1,145",2021-04-16,,,
Nablus Governorate,"31,090",373,"26,888","3,829",2021-04-16,,,
Ramallah and al-Bireh Governorate,"30,882",300,"29,448","1,134",2021-04-16,,,
East Jerusalem,"28,826",268,"28,384",174,2021-04-16,,,
Jenin Governorate,"18,048",234,"16,457","1,357",2021-04-16,,,
Bethlehem Governorate,"17,369",210,"16,735",424,2021-04-16,,,
Tulkarm Governorate,"14,079",200,"12,547","1,332",2021-04-16,,,
Jerusalem Governorate,"10,664",88,"10,248",328,2021-04-16,,,
Qalqilya Governorate,"7,854",133,"7,172",549,2021-04-16,,,
Salfit Governorate,"6,988",76,"6,798",114,2021-04-16,,,
Tubas Governorate,"4,583",50,"4,204",329,2021-04-16,,,
Jericho Governorate,"4,276",45,"4,042",189,2021-04-16,,,
Gaza strip,"86,004",712,"64,393","20,899",2021-04-14,,,
Hebron Governorate,"43,853",517,"42,050","1,286",2021-04-14,,,
Ramallah and al-Bireh Governorate,"30,730",299,"29,168","1,263",2021-04-14,,,
Nablus Governorate,"30,725",367,"26,262","4,096",2021-04-14,,,
East Jerusalem,"28,780",267,"28,287",226,2021-04-14,,,
Jenin Governorate,"17,898",233,"16,093","1,572",2021-04-14,,,
Bethlehem Governorate,"17,317",210,"16,647",460,2021-04-14,,,
Tulkarm Governorate,"13,959",197,"12,402","1,360",2021-04-14,,,
Jerusalem Governorate,"10,655",87,"10,233",335,2021-04-14,,,
Qalqilya Governorate,"7,814",132,"7,114",568,2021-04-14,,,
Salfit Governorate,"6,954",76,"6,794",84,2021-04-14,,,
Tubas Governorate,"4,517",48,"4,114",355,2021-04-14,,,
Jericho Governorate,"4,264",45,"4,021",198,2021-04-14,,,
Gaza strip,"83,287",694,"62,536","20,057",2021-04-12,,,
Hebron Governorate,"43,721",514,"41,572","1,635",2021-04-12,,,
Ramallah and al-Bireh Governorate,"30,567",298,"28,945","1,324",2021-04-12,,,
Nablus Governorate,"30,386",364,"25,582","4,440",2021-04-12,,,
East Jerusalem,"28,780",267,"28,287",226,2021-04-12,,,
Jenin Governorate,"17,718",231,"15,554","1,933",2021-04-12,,,
Bethlehem Governorate,"17,283",205,"16,571",507,2021-04-12,,,
Tulkarm Governorate,"13,854",194,"11,970","1,690",2021-04-12,,,
Jerusalem Governorate,"10,649",87,"10,202",360,2021-04-12,,,
Qalqilya Governorate,"7,769",130,"6,993",646,2021-04-12,,,
Salfit Governorate,"6,934",75,"6,736",123,2021-04-12,,,
Tubas Governorate,"4,447",46,"4,037",364,2021-04-12,,,
Jericho Governorate,"4,241",45,"4,000",196,2021-04-12,,,
Gaza strip,"75,375",642,"59,258","15,475",2021-04-07,,,
Hebron Governorate,"43,119",495,"40,534","2,090",2021-04-07,,,
Ramallah and al-Bireh Governorate,"30,052",292,"28,335","1,425",2021-04-07,,,
Nablus Governorate,"29,494",342,"24,387","4,765",2021-04-07,,,
East Jerusalem,"28,702",262,"28,032",408,2021-04-07,,,
Bethlehem Governorate,"17,140",202,"16,311",627,2021-04-07,,,
Jenin Governorate,"16,945",220,"14,616","2,109",2021-04-07,,,
Tulkarm Governorate,"13,477",190,"11,429","1,858",2021-04-07,,,
Jerusalem Governorate,"10,601",87,"10,108",406,2021-04-07,,,
Qalqilya Governorate,"7,621",122,"6,722",777,2021-04-07,,,
Salfit Governorate,"6,847",73,"6,607",167,2021-04-07,,,
Jericho Governorate,"4,259",44,"3,844",371,2021-04-07,,,
Tubas Governorate,"4,203",44,"3,939",220,2021-04-07,,,
Gaza strip,"73,459",636,"58,743","13,033",2021-04-06,,,
Hebron Governorate,"43,028",491,"40,421","2,014",2021-04-06,,,
Ramallah and al-Bireh Governorate,"29,954",291,"28,245","1,385",2021-04-06,,,
Nablus Governorate,"29,341",341,"24,079","4,977",2021-04-06,,,
East Jerusalem,"28,702",262,"28,032",508,2021-04-06,,,
Bethlehem Governorate,"17,109",202,"16,196",796,2021-04-06,,,
Jenin Governorate,"16,745",218,"14,469","1,987",2021-04-06,,,
Tulkarm Governorate,"13,390",187,"11,344","1,791",2021-04-06,,,
Jerusalem Governorate,"10,592",87,"10,094",407,2021-04-06,,,
Qalqilya Governorate,"7,585",121,"6,669",772,2021-04-06,,,
Salfit Governorate,"6,841",73,"6,568",213,2021-04-06,,,
Jericho Governorate,"4,199",44,"3,916",242,2021-04-06,,,
Tubas Governorate,"4,218",44,"3,808",340,2021-04-06,,,
Gaza strip,"71,996",632,"58,331","13,033",2021-04-05,,,
Hebron Governorate,"42,831",490,"40,327","2,014",2021-04-05,,,
Ramallah and al-Bireh Governorate,"29,816",290,"28,141","1,385",2021-04-05,,,
Nablus Governorate,"29,113",338,"23,798","4,977",2021-04-05,,,
East Jerusalem,"28,648",260,"27,880",508,2021-04-05,,,
Bethlehem Governorate,"17,077",196,"16,085",796,2021-04-05,,,
Jenin Governorate,"16,523",218,"14,318","1,987",2021-04-05,,,
Tulkarm Governorate,"13,287",184,"11,312","1,791",2021-04-05,,,
Jerusalem Governorate,"10,569",87,"10,075",407,2021-04-05,,,
Qalqilya Governorate,"7,528",121,"6,635",772,2021-04-05,,,
Salfit Governorate,"6,821",72,"6,536",213,2021-04-05,,,
Jericho Governorate,"4,187",44,"3,901",242,2021-04-05,,,
Tubas Governorate,"4,174",44,"3,790",340,2021-04-05,,,
Gaza strip,"66,669",618,"57,325","8,726",2021-04-01,,,
Hebron Governorate,"41,977",476,"39,264","2,237",2021-04-01,,,
Ramallah and al-Bireh Governorate,"29,354",285,"27,593","1,476",2021-04-01,,,
East Jerusalem,"28,586",256,"27,700",630,2021-04-01,,,
Nablus Governorate,"28,323",323,"22,659","5,341",2021-04-01,,,
Bethlehem Governorate,"16,908",195,"15,660","1,053",2021-04-01,,,
Jenin Governorate,"15,779",211,"13,624","1,944",2021-04-01,,,
Tulkarm Governorate,"12,898",178,"10,901","1,819",2021-04-01,,,
Jerusalem Governorate,"10,490",87,"9,959",444,2021-04-01,,,
Qalqilya Governorate,"7,352",116,"6,379",857,2021-04-01,,,
Salfit Governorate,"6,711",69,"6,359",283,2021-04-01,,,
Jericho Governorate,"4,148",44,"3,841",263,2021-04-01,,,
Tubas Governorate,"4,036",43,"3,660",333,2021-04-01,,,
Gaza strip,"66,669",618,"57,325","8,726",2021-03-31,,,
Nablus Governorate,"28,323",323,"22,659","5,341",2021-03-31,,,
Hebron Governorate,"41,977",476,"39,264","2,237",2021-03-31,,,
Jenin Governorate,"15,779",211,"13,624","1,944",2021-03-31,,,
Tulkarm Governorate,"12,898",178,"10,901","1,819",2021-03-31,,,
Ramallah and Al-Bireh Governorate,"29,354",285,"27,593","1,476",2021-03-31,,,
Bethlehem Governorate,"16,908",195,"15,660","1,053",2021-03-31,,,
Qalqilya Governorate,"7,352",116,"6,379",857,2021-03-31,,,
City of Jerusalem ,"28,586",256,"27,700",630,2021-03-31,,,
Suburbs of Jerusalem ,"10,490",87,"9,959",444,2021-03-31,,,
Tubas Governorate,"4,036",43,"3,660",333,2021-03-31,,,
Salfit Governorate,"6,711",69,"6,359",283,2021-03-31,,,
Jericho Governorate,"4,148",44,"3,841",263,2021-03-31,,,
Gaza strip,"64,527",610,"56,819","7,098",2021-03-30,,,
Hebron Governorate,"41,453",470,"38,431","2,552",2021-03-30,,,
Ramallah and al-Bireh Governorate,"29,039",283,"27,309","1,447",2021-03-30,,,
East Jerusalem,"28,525",254,"27,539",732,2021-03-30,,,
Nablus Governorate,"27,757",318,"22,215","5,224",2021-03-30,,,
Bethlehem Governorate,"16,801",195,"15,396","1,210",2021-03-30,,,
Jenin Governorate,"15,406",208,"13,135","2,063",2021-03-30,,,
Tulkarm Governorate,"12,676",173,"10,592","1,911",2021-03-30,,,
Jerusalem Governorate,"10,431",87,"9,834",510,2021-03-30,,,
Qalqilya Governorate,"7,255",114,"6,174",967,2021-03-30,,,
Salfit Governorate,"6,659",69,"6,290",300,2021-03-30,,,
Jericho Governorate,"4,125",44,"3,796",285,2021-03-30,,,
Tubas Governorate,"3,936",43,"3,599",294,2021-03-30,,,
Gaza strip,"62,927",599,"56,363","5,965",2021-03-28,,,
Hebron Governorate,"41,140",467,"37,723","2,950",2021-03-28,,,
Ramallah and al-Bireh Governorate,"28,811",282,"27,008","1,521",2021-03-28,,,
East Jerusalem,"28,472",253,"27,213","1,006",2021-03-28,,,
Nablus Governorate,"27,294",313,"21,906","5,075",2021-03-28,,,
Bethlehem Governorate,"16,705",194,"15,076","1,435",2021-03-28,,,
Jenin Governorate,"15,050",207,"12,807","2,036",2021-03-28,,,
Tulkarm Governorate,"12,425",169,"10,246","2,010",2021-03-28,,,
Jerusalem Governorate,"10,393",86,"9,761",546,2021-03-28,,,
Qalqilya Governorate,"7,161",108,"5,999","1,054",2021-03-28,,,
Salfit Governorate,"6,612",69,"6,158",385,2021-03-28,,,
Jericho Governorate,"4,090",44,"3,762",284,2021-03-28,,,
Tubas Governorate,"3,854",43,"3,531",280,2021-03-28,,,
Gaza strip,"60,848",593,"55,960","4,295",2021-03-25,,,
Hebron Governorate,"40,711",452,"36,624","3,635",2021-03-25,,,
Ramallah and al-Bireh Governorate,"28,456",278,"26,277","1,901",2021-03-25,,,
East Jerusalem,"28,352",250,"26,938","1,164",2021-03-25,,,
Nablus Governorate,"26,907",306,"21,223","5,378",2021-03-25,,,
Bethlehem Governorate,"16,543",189,"14,649","1,705",2021-03-25,,,
Jenin Governorate,"14,581",201,"12,249","2,131",2021-03-25,,,
Tulkarm Governorate,"12,259",162,"9,901","2,196",2021-03-25,,,
Jerusalem Governorate,"10,334",83,"9,519",732,2021-03-25,,,
Qalqilya Governorate,"7,010",104,"5,781","1,125",2021-03-25,,,
Salfit Governorate,"6,518",69,"5,971",478,2021-03-25,,,
Jericho Governorate,"4,065",41,"3,717",307,2021-03-25,,,
Tubas Governorate,"3,806",43,"3,418",345,2021-03-25,,,
Gaza strip,"60,294",591,"55,897","3,806",2021-03-24,,,
Hebron Governorate,"40,341",449,"36,273","3,619",2021-03-24,,,
East Jerusalem,"28,343",277,"25,934","2,132",2021-03-24,,,
Ramallah and al-Bireh Governorate,"28,221",250,"26,724","1,247",2021-03-24,,,
Nablus Governorate,"26,638",305,"20,752","5,581",2021-03-24,,,
Bethlehem Governorate,"16,460",189,"14,515","1,756",2021-03-24,,,
Jenin Governorate,"14,364",200,"12,080","2,084",2021-03-24,,,
Tulkarm Governorate,"12,128",158,"9,741","2,229",2021-03-24,,,
Jerusalem Governorate,"10,293",83,"9,456",754,2021-03-24,,,
Qalqilya Governorate,"6,946",101,"5,700","1,145",2021-03-24,,,
Salfit Governorate,"6,489",66,"5,928",495,2021-03-24,,,
Jericho Governorate,"4,038",39,"3,694",305,2021-03-24,,,
Tubas Governorate,"3,742",43,"3,370",329,2021-03-24,,,
Gaza strip,"59,330",588,"55,642","3,100",2021-03-22,,,
Hebron Governorate,"39,560",441,"35,332","3,787",2021-03-22,,,
East Jerusalem,"28,030",250,"26,238","1,542",2021-03-22,,,
Ramallah and al-Bireh Governorate,"27,991",270,"25,480","2,241",2021-03-22,,,
Nablus Governorate,"26,120",300,"20,354","5,466",2021-03-22,,,
Bethlehem Governorate,"16,250",183,"14,233","1,834",2021-03-22,,,
Jenin Governorate,"13,825",195,"11,788","1,842",2021-03-22,,,
Tulkarm Governorate,"11,797",156,"9,524","2,117",2021-03-22,,,
Jerusalem Governorate,"10,204",82,"9,321",801,2021-03-22,,,
Qalqilya Governorate,"6,805",96,"5,564","1,145",2021-03-22,,,
Salfit Governorate,"6,403",66,"5,813",524,2021-03-22,,,
Jericho Governorate,"4,008",39,"3,642",327,2021-03-22,,,
Tubas Governorate,"3,683",42,"3,272",369,2021-03-22,,,
Gaza strip,"58,972",582,"55,486","2,904",2021-03-21,,,
Hebron Governorate,"39,069",439,"35,125","3,505",2021-03-21,,,
East Jerusalem,"28,030",250,"26,238","1,542",2021-03-21,,,
Ramallah and al-Bireh Governorate,"27,714",269,"25,178","2,267",2021-03-21,,,
Nablus Governorate,"25,789",291,"20,177","5,321",2021-03-21,,,
Bethlehem Governorate,"16,120",179,"14,094","1,847",2021-03-21,,,
Jenin Governorate,"13,537",195,"11,688","1,654",2021-03-21,,,
Tulkarm Governorate,"11,622",150,"9,338","2,134",2021-03-21,,,
Jerusalem Governorate,"10,111",82,"9,289",740,2021-03-21,,,
Qalqilya Governorate,"6,708",94,"5,465","1,149",2021-03-21,,,
Salfit Governorate,"6,354",66,"5,729",559,2021-03-21,,,
Jericho Governorate,"3,991",39,"3,615",337,2021-03-21,,,
Tubas Governorate,"3,651",41,"3,247",363,2021-03-21,,,
Nablus governorate,"25,118",283,"19,883","4,952",2021-03-19,,,
Hebron Governorate,"38,382",431,"34,420","3,531",2021-03-19,,,
Gaza strip ,"58,417",574,"55,236","2,607",2021-03-19,,,
Ramallah and al-Bireh Governorate,"27,297",264,"24,645","2,388",2021-03-19,,,
Bethlehem Governorate,"15,921",172,"13,824","1,925",2021-03-19,,,
Tulkarm Governorate,"11,294",149,"9,221","1,924",2021-03-19,,,
City of Jerusalem ,"27,729",250,"25,849","1,630",2021-03-19,,,
Jenin Governorate,"13,160",194,"11,425","1,541",2021-03-19,,,
Qalqilya Governorate,"6,524",90,"5,302","1,132",2021-03-19,,,
Suburbs of Jerusalem,"10,003",79,"9,105",819,2021-03-19,,,
Salfit Governorate,"6,284",64,"5,570",650,2021-03-19,,,
Jericho Governorate,"3,959",38,"3,536",385,2021-03-19,,,
Tubas Governorate,"3,553",41,"3,205",307,2021-03-19,,,
Nablus Governorate,"24,495",276,"19,272","4,947",2021-03-17,,,
Hebron Governorate,"37,667",422,"33,580","3,665",2021-03-17,,,
Gaza strip ,"57,891",572,"54,960","2,359",2021-03-17,,,
Ramallah and al-Bireh Governorate,"26,725",257,"24,159","2,309",2021-03-17,,,
Bethlehem Governorate,"15,694",169,"13,545","1,980",2021-03-17,,,
Tulkarm Governorate,"10,960",146,"8,948","1,866",2021-03-17,,,
City of Jerusalem,"27,495",247,"25,476","1,772",2021-03-17,,,
Jenin Governorate,"12,732",193,"11,206","1,333",2021-03-17,,,
Qalqilya Governorate,"6,367",89,"5,134","1,144",2021-03-17,,,
Suburbs of Jerusalem,"9,867",78,"9,008",781,2021-03-17,,,
Salfit Governorate,"6,181",62,"5,430",689,2021-03-17,,,
Jericho Governorate,"3,910",38,"3,476",396,2021-03-17,,,
Tubas Governorate,"3,495",41,"3,121",333,2021-03-17,,,
Gaza strip ,"57,316",567,"54,621","2,128",2021-03-15,,,
Hebron Governorate,"36,926",410,"32,588","3,928",2021-03-15,,,
East Jerusalem,"27,287",241,"25,054","1,992",2021-03-15,,,
Ramallah and al-Bireh Governorate,"26,109",249,"23,319","2,541",2021-03-15,,,
Nablus Governorate,"23,712",268,"18,580","4,864",2021-03-15,,,
Bethlehem Governorate,"15,383",165,"13,171","2,047",2021-03-15,,,
Jenin Governorate,"12,358",193,"11,028","1,137",2021-03-15,,,
Tulkarm Governorate,"10,583",141,"8,781","1,661",2021-03-15,,,
Jerusalem Governorate,"9,721",78,"8,829",814,2021-03-15,,,
Qalqilya Governorate,"6,194",87,"4,978","1,129",2021-03-15,,,
Salfit Governorate,"6,025",58,"5,291",676,2021-03-15,,,
Jericho Governorate,"3,872",37,"3,397",438,2021-03-15,,,
Tubas Governorate,"3,403",40,"3,051",312,2021-03-15,,,
Nablus Governorate,"22,565",252,"18,095","4,218",2021-03-12,,,
Hebron Governorate,"35,705",403,"31,682","3,620",2021-03-12,,,
Ramallah and Al-Bireh Governorate,"25,157",239,"22,381","2,537",2021-03-12,,,
Bethlehem Governorate,"14,942",155,"12,667","2,120",2021-03-12,,,
City of Jerusalem ,"27,013",239,"24,676","2,098",2021-03-12,,,
Gaza strip,"56,883",565,"54,283","2,035",2021-03-12,,,
Tulkarm Governorate,"10,011",134,"8,505","1,372",2021-03-12,,,
Qalqilya Governorate,"5,959",84,"4,810","1,065",2021-03-12,,,
Jenin Governorate,"11,992",189,"10,854",949,2021-03-12,,,
Suburbs of Jerusalem ,"9,466",76,"8,501",889,2021-03-12,,,
Salfit Governorate,"5,869",56,"5,014",799,2021-03-12,,,
Jericho Governorate,"3,819",36,"3,279",504,2021-03-12,,,
Tubas Governorate,"3,284",39,"2,932",313,2021-03-12,,,
Nablus governorate,"22,214",248,"18,042","3,924",2021-03-11,,,
Hebron Governorate,"35,173",399,"31,352","3,422",2021-03-11,,,
Ramallah and Al-Bireh ,"24,932",237,"21,968","2,727",2021-03-11,,,
City of Jerusalem,"26,687",234,"24,256","2,197",2021-03-11,,,
Bethlehem Governorate,"14,798",155,"12,532","2,111",2021-03-11,,,
Gaza strip ,"56,727",564,"54,163","2,000",2021-03-11,,,
Tulkarm ,"9,847",133,"8,405","1,309",2021-03-11,,,
Qalqilya ,"5,863",83,"4,744","1,036",2021-03-11,,,
Suburbs of Jerusalem ,"9,445",76,"8,394",975,2021-03-11,,,
Jenin ,"11,828",188,"10,761",879,2021-03-11,,,
Salfit ,"5,808",56,"4,937",815,2021-03-11,,,
Jericho ,"3,791",35,"3,261",495,2021-03-11,,,
Tubas ,"3,243",37,"2,893",313,2021-03-11,,,
Nablus governorate,"21,966",241,"17,876","3,849",2021-03-10,,,
Hebron Governorate,"35,037",397,"30,967","3,673",2021-03-10,,,
Ramallah and Al-Bireh Governorate,"24,712",235,"21,572","2,905",2021-03-10,,,
City of Jerusalem,"26,687",234,"24,256","2,197",2021-03-10,,,
Bethlehem Governorate,"14,671",153,"12,341","2,177",2021-03-10,,,
Gaza strip ,"56,658",562,"54,086","2,010",2021-03-10,,,
Tulkarm Governorate,"9,764",131,"8,337","1,296",2021-03-10,,,
Qalqilya Governorate,"5,776",83,"4,689","1,004",2021-03-10,,,
Suburbs of Jerusalem ,"9,349",76,"8,281",992,2021-03-10,,,
Salfit Governorate,"5,754",56,"4,874",824,2021-03-10,,,
Jenin Governorate,"11,698",188,"10,705",805,2021-03-10,,,
Jericho Governorate,"3,782",35,"3,211",536,2021-03-10,,,
Tubas Governorate,"3,211",36,"2,871",304,2021-03-10,,,
Gaza strip,"56,355",560,"53,894","1,901",2021-03-09,,,
Hebron Governorate,"34,165",387,"30,353","3,425",2021-03-09,,,
East Jerusalem,"26,352",230,"23,672","2,450",2021-03-09,,,
Ramallah and al-Bireh Governorate,"24,149",230,"20,706","3,213",2021-03-09,,,
Nablus Governorate,"21,211",236,"17,567","3,408",2021-03-09,,,
Bethlehem Governorate,"14,365",149,"11,982","2,234",2021-03-09,,,
Jenin Governorate,"11,452",186,"10,586",680,2021-03-09,,,
Tulkarm Governorate,"9,546",127,"8,167","1,252",2021-03-09,,,
Jerusalem Governorate,"9,253",74,"7,949","1,230",2021-03-09,,,
Qalqilya Governorate,"5,617",82,"4,620",915,2021-03-09,,,
Salfit Governorate,"5,588",56,"4,711",821,2021-03-09,,,
Jericho Governorate,"3,705",34,"3,166",505,2021-03-09,,,
Tubas Governorate,"3,148",36,"2,806",306,2021-03-09,,,
Gaza strip,"56,232",560,"53,761","1,911",2021-03-08,,,
Hebron Governorate,"33,734",384,"30,212","3,138",2021-03-08,,,
East Jerusalem,"26,091",225,"23,092","2,774",2021-03-08,,,
Ramallah and al-Bireh Governorate,"23,907",230,"20,279","3,398",2021-03-08,,,
Nablus Governorate,"20,920",236,"17,463","3,221",2021-03-08,,,
Bethlehem Governorate,"14,222",147,"11,805","2,270",2021-03-08,,,
Jenin Governorate,"11,376",184,"10,537",655,2021-03-08,,,
Tulkarm Governorate,"9,457",123,"8,107","1,227",2021-03-08,,,
Jerusalem Governorate,"9,132",73,"7,881","1,178",2021-03-08,,,
Qalqilya Governorate,"5,537",81,"4,575",881,2021-03-08,,,
Salfit Governorate,"5,517",55,"4,652",810,2021-03-08,,,
Jericho Governorate,"3,662",32,"3,117",513,2021-03-08,,,
Tubas Governorate,"3,116",35,"2,789",292,2021-03-08,,,
Jericho Governorate,"3,599",32,"3,056",511,2021-03-04,,,
Hebron Governorate,"32,977",379,"29,567","3,031",2021-03-04,,,
Bethlehem Governorate,"13,941",144,"11,675","2,122",2021-03-04,,,
Jenin Governorate,"11,236",184,"10,392",660,2021-03-04,,,
Ramallah and Al-Bireh Governorate,"23,138",224,"19,676","3,238",2021-03-04,,,
Salfit Governorate,"5,377",53,"4,479",845,2021-03-04,,,
Suburbs of Jerusalem ,"8,908",70,"7,686","1,152",2021-03-04,,,
